region_name,region_code,income_group_name,income_group_code,country_name,country_code,r2m_name,r2m_code,sdg_name,sdg_code,indicator_name,indicator_code,sex,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
South­Eastern Asia,ASE,Upper middle income,UMC,Thailand,THA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,1,1,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8
South­Eastern Asia,ASE,Lower middle income,LMC,Timor-Leste,TLS,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Western Africa,AFW,Low income,LIC,Togo,TGO,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,3.6,3.6,3.7,3.6,3.5,3.4,3.3,3.1,2.9,2.8,2.6,2.5,2.3,2.2,2.1,2,1.9
Polynesia,OPY,Lower middle income,LMC,Tonga,TON,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Caribbean,AMC,High income,HIC,Trinidad and Tobago,TTO,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8
Northern Africa,AFN,Lower middle income,LMC,Tunisia,TUN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Western Asia,ASW,Upper middle income,UMC,Turkey,TUR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Central Asia,ASC,Upper middle income,UMC,Turkmenistan,TKM,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Polynesia,OPY,Upper middle income,UMC,Tuvalu,TUV,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Caribbean,AMC,High income,HIC,U. S. Virgin Islands,VIR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Eastern Africa,AFE,Low income,LIC,Uganda,UGA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,9.7,9.3,9,8.7,8.5,8.4,8.4,8.3,8.2,8.1,8,7.9,7.8,7.7,7.5,7.4,7.2
Eastern Europe,EUE,Lower middle income,LMC,Ukraine,UKR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8
Western Asia,ASW,High income,HIC,United Arab Emirates,ARE,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Northern Europe,EUN,High income,HIC,United Kingdom,GBR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
South America,AMZ,High income,HIC,Uruguay,URY,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Central Asia,ASC,Lower middle income,LMC,Uzbekistan,UZB,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Melanesia,OME,Lower middle income,LMC,Vanuatu,VUT,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
South America,AMZ,Upper middle income,UMC,Venezuela,VEN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4
South­Eastern Asia,ASE,Lower middle income,LMC,Vietnam,VNM,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Western Asia,ASW,Lower middle income,LMC,Yemen,YEM,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Eastern Africa,AFE,Lower middle income,LMC,Zambia,ZMB,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,16.3,16,15.6,15.2,14.8,14.4,14.2,14,13.9,13.9,14,14.1,14.1,14.1,14,13.9,13.7
Eastern Africa,AFE,Low income,LIC,Zimbabwe,ZWE,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), female",SH.HIV.PREV.L.ZS.FE,Female,22,21.1,20.2,19.3,18.4,17.6,17,16.5,16.2,16,15.8,15.5,15.4,15.1,14.8,14.5,14
Southern Asia,ASZ,Low income,LIC,Afghanistan,AFG,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Southern Europe,EUZ,Upper middle income,UMC,Albania,ALB,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Northern Africa,AFN,Upper middle income,UMC,Algeria,DZA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Southern Europe,EUZ,High income,HIC,Andorra,AND,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Middle Africa,AFM,Upper middle income,UMC,Angola,AGO,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.7,0.7,0.8,0.9,0.9,1,1,1,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.2,1.2
Caribbean,AMC,High income,HIC,Antigua and Barbuda,ATG,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
South America,AMZ,Upper middle income,UMC,Argentina,ARG,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Western Asia,ASW,Lower middle income,LMC,Armenia,ARM,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Caribbean,AMC,High income,HIC,Aruba,ABW,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Australia and New Zealand,OAZ,High income,HIC,Australia,AUS,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Western Europe,EUW,High income,HIC,Austria,AUT,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Western Asia,ASW,Upper middle income,UMC,Azerbaijan,AZE,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Caribbean,AMC,High income,HIC,Bahamas,BHS,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,3.2,3.1,3,3,2.9,2.9,2.8,2.8,2.8,2.9,2.9,3,3.1,3.2,3.3,3.3,3.4
Western Asia,ASW,High income,HIC,Bahrain,BHR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Southern Asia,ASZ,Lower middle income,LMC,Bangladesh,BGD,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Caribbean,AMC,High income,HIC,Barbados,BRB,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.9,0.9,1,1.1,1.1,1.2,1.3,1.4,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6
Eastern Europe,EUE,Upper middle income,UMC,Belarus,BLR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4
Western Europe,EUW,High income,HIC,Belgium,BEL,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Central America,AMM,Upper middle income,UMC,Belize,BLZ,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.5,0.7,0.9,1.1,1.3,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5
Western Africa,AFW,Low income,LIC,Benin,BEN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Southern Asia,ASZ,Lower middle income,LMC,Bhutan,BTN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
South America,AMZ,Lower middle income,LMC,Bolivia,BOL,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4
Southern Europe,EUZ,Upper middle income,UMC,Bosnia and Herzegovina,BIH,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Southern Africa,AFZ,Upper middle income,UMC,Botswana,BWA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,21.9,21.4,20.7,19.8,19,18.4,17.8,17.4,17,16.9,16.7,16.6,16.5,16.4,16.2,15.8,15.4
South America,AMZ,Upper middle income,UMC,Brazil,BRA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6
South­Eastern Asia,ASE,High income,HIC,Brunei Darussalam,BRN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Eastern Europe,EUE,Upper middle income,UMC,Bulgaria,BGR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Western Africa,AFW,Low income,LIC,Burkina Faso,BFA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,1.3,1.2,1,0.9,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.4
Eastern Africa,AFE,Low income,LIC,Burundi,BDI,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,3.2,3,2.8,2.5,2.2,1.9,1.6,1.4,1.3,1.1,1,0.9,0.9,0.8,0.8,0.7,0.7
Western Africa,AFW,Lower middle income,LMC,Cabo Verde,CPV,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
South­Eastern Asia,ASE,Lower middle income,LMC,Cambodia,KHM,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,1.7,1.5,1.4,1.2,1,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.4
Middle Africa,AFM,Lower middle income,LMC,Cameroon,CMR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,2.9,3.1,3.2,3.2,3.2,3.1,3.1,3,2.9,2.8,2.7,2.6,2.5,2.4,2.3,2.2,2.1
North America,AMN,High income,HIC,Canada,CAN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Middle Africa,AFM,Low income,LIC,Central African Republic,CAF,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,6.7,6.3,5.8,5.2,4.7,4.3,3.9,3.6,3.4,3.3,3.1,3,3,2.9,2.8,2.7,2.7
Middle Africa,AFM,Low income,LIC,Chad,TCD,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,1.4,1.4,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1.1,1,1,0.9,0.9,0.9,0.8
Northern Europe,EUN,High income,HIC,Channel Islands,CHI,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
South America,AMZ,High income,HIC,Chile,CHL,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7
Eastern Asia,ASF,Upper middle income,UMC,China,CHN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
South America,AMZ,Upper middle income,UMC,Colombia,COL,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Eastern Africa,AFE,Low income,LIC,Comoros,COM,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Middle Africa,AFM,Low income,LIC,"Congo, Dem. Rep.",COD,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,2.1,1.9,1.8,1.6,1.5,1.3,1.2,1,0.9,0.8,0.7,0.6,0.6,0.5,0.5,0.4,0.4
Middle Africa,AFM,Lower middle income,LMC,"Congo, Rep.",COG,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,3.4,3.1,2.8,2.6,2.4,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.1
Central America,AMM,Upper middle income,UMC,Costa Rica,CRI,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6
Western Africa,AFW,Lower middle income,LMC,Côte d’Ivoire,CIV,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,4.1,4.1,3.9,3.8,3.5,3.3,3.1,2.9,2.7,2.5,2.4,2.2,2.1,1.9,1.8,1.6,1.5
Southern Europe,EUZ,High income,HIC,Croatia,HRV,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Caribbean,AMC,Upper middle income,UMC,Cuba,CUB,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5
Caribbean,AMC,High income,HIC,Curaçao,CUW,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Western Asia,ASW,High income,HIC,Cyprus,CYP,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Eastern Europe,EUE,High income,HIC,Czech Republic,CZE,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Northern Europe,EUN,High income,HIC,Denmark,DNK,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Eastern Africa,AFE,Lower middle income,LMC,Djibouti,DJI,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,1.8,1.9,1.9,1.8,1.7,1.5,1.4,1.2,1.1,1,0.9,0.9,0.8,0.8,0.8,0.7,0.7
Caribbean,AMC,Upper middle income,UMC,Dominica,DMA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Caribbean,AMC,Upper middle income,UMC,Dominican Republic,DOM,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,1.9,1.8,1.7,1.6,1.5,1.3,1.2,1.1,1,1,0.9,0.9,0.8,0.8,0.8,0.7,0.7
South America,AMZ,Upper middle income,UMC,Ecuador,ECU,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Northern Africa,AFN,Lower middle income,LMC,Egypt,EGY,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Central America,AMM,Lower middle income,LMC,El Salvador,SLV,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7
Middle Africa,AFM,Upper middle income,UMC,Equatorial Guinea,GNQ,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,2.3,2.5,2.6,2.8,3,3.2,3.4,3.6,3.8,4,4.2,4.3,4.3,4.3,4.2,4.1,4
Eastern Africa,AFE,Low income,LIC,Eritrea,ERI,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.9,0.8,0.8,0.7,0.7,0.6,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3
Northern Europe,EUN,High income,HIC,Estonia,EST,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Eastern Africa,AFE,Low income,LIC,Ethiopia,ETH,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,2.1,2,1.8,1.6,1.4,1.2,1.1,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,0.6
Melanesia,OME,Upper middle income,UMC,Fiji,FJI,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Northern Europe,EUN,High income,HIC,Finland,FIN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,,,,,,,,,,,,,,,,,
Western Europe,EUW,High income,HIC,France,FRA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-49) Low estimate (%), male",SH.HIV.PREV.L.ZS.MA,Male,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
